129,125,Stellenbosch,,Camberley
132,125,Simonsberg-Stellenbosch,,Delheim
133,0,Piedmont,Barolo,Poderi Luigi Einaudi
134,2,California,Napa Valley,Clark-Clauden
135,0,Piedmont,Barolo,Giacomo Ascheri
136,7,Bordeaux,Saint-Émilion,Lassègue
137,125,Walker Bay,,Beaumont
140,0,Piedmont,Barbera d'Alba,Poderi Colla
142,2,California,Santa Lucia Highlands,Banyan
143,7,Alsace,Alsace,Domaine Zind-Humbrecht
144,2,California,Spring Mountain District,Terra Valentine
145,2,California,Santa Lucia Highlands,Testarossa
146,2,California,Santa Ynez Valley,Vincent Vineyards
148,8,Rheinhessen,,Weingut Liebfrauenstift
149,2,California,Monterey,Wrath
150,2,California,Napa Valley,Yardstick
151,1,Alentejano,,Herdade Grande
152,2,California,Carmel Valley,Albatross Ridge
153,2,California,Paso Robles,Alta Colina
154,5,Central Spain,Dominio de Valdepusa,Marques de Griñon
155,2,California,Santa Cruz Mountains,Big Basin
156,8,Mosel,,Carl Graff
157,1,Alentejano,,Casa Santa Vitória
158,0,Tuscany,Chianti Classico,Castello di Gabbiano
159,0,Tuscany,Brunello di Montalcino,Castello Romitorio
160,7,Southwest France,Cahors,Château Vincens
161,2,California,Paso Robles,Chronic Cellars
162,2,California,Edna Valley,Claiborne & Churchill
163,7,Beaujolais,Moulin-à-Vent,Collin-Bourisset
164,36,Aconcagua Valley,,Conde de Velázquez
165,36,Maipo Valley,,Cono Sur
166,7,Southwest France,Madiran,Domaine Berthoumieu
167,2,California,Paso Robles,Dracaena
168,2,California,Napa Valley,Duckhorn
169,2,California,Russian River Valley,Dutton-Goldfield
170,8,Mosel,,Fritz Haag
172,36,Loncomilla Valley,,G7
173,2,Oregon,Willamette Valley,Le Cadeau
174,174,Marlborough,,Stoneleigh
175,0,Northeastern Italy,Alto Adige,Tenuta Peter Sölva & Söhne
176,36,Maipo Valley,,TerraMater
177,0,Tuscany,Chianti Classico,Isole e Olena
178,2,California,Sonoma Valley,Kenwood
179,7,Burgundy,Chablis,La Chablisienne
180,2,California,Santa Lucia Highlands,Manzoni
181,2,California,Arroyo Seco,McIntyre Vineyards
182,0,Tuscany,Brunello di Montalcino,Abbadia Ardenga
183,16,Other,Salta,Alamos
184,2,California,Sonoma Coast,Anaba
185,36,Colchagua Valley,,Apaltagua
186,2,California,Anderson Valley,Harrington
187,0,Sicily & Sardinia,Sicilia,Abbazia Santa Anastasia
188,36,Colchagua Valley,,Viña Bisquertt
189,36,Casablanca Valley,,Emiliana
190,0,Southern Italy,Campania,Fattoria Alois
192,0,Veneto,Rosso del Veronese,Aldegheri
193,7,Burgundy,St.-Romain,Bertrand Ambroise
194,0,Tuscany,Chianti Classico,Campomaggio
195,0,Tuscany,Vino Nobile di Montepulciano,Carpineto
196,0,Tuscany,Vernaccia di San Gimignano,Cesani
197,125,Western Cape,,Spier
198,2,California,Napa Valley,Sequum
199,2,California,Nevada County,Sierra Starr
200,0,Tuscany,Brunello di Montalcino,Tenuta di Sesta
201,0,Northeastern Italy,Alto Adige,Terlan
202,202,Judean Hills,,Yatir
203,1,Alentejo,,Adega Cooperativa de Borba
204,2,California,Paso Robles,J. Lohr
206,2,California,Napa Valley,Courtney Benham
207,2,California,Dry Creek Valley,Del Carlo Winery
208,125,Coastal Region,,Delaire Graff
209,7,Rhône Valley,Côtes du Rhône,Domaine St Pierre
210,125,Western Cape,,Eikendal
211,7,Rhône Valley,Vacqueyras,Famille Perrin
212,5,Northern Spain,Rueda,Matarromera
213,2,California,Paso Robles,MCV
214,2,California,Dry Creek Valley,Mounts
215,202,Galilee,,Or Haganuz
216,0,Tuscany,Brunello di Montalcino,Podere Scopetone
217,1,Beira Atlantico,,Quinta de Foz de Arouce
218,2,California,Napa Valley,Robert Mondavi
219,219,Tokaj,,Samuel Tinon
220,2,California,Sonoma Coast,Sixteen by Twenty
221,0,Northeastern Italy,Alto Adige,St. Pauls
222,0,Tuscany,Brunello di Montalcino,Talenti
224,16,Mendoza Province,Luján de Cuyo,Mendel
225,125,Stellenbosch,,Oldenburg
227,2,New York,Finger Lakes,Wagner
228,2,New York,Cayuga Lake,Treleaven
229,2,California,Napa Valley,Benessere
230,2,New York,Finger Lakes,Bloomer Creek
231,16,Mendoza Province,Mendoza,Andean Sky
232,77,South Australia,South Australia,Angove's
233,2,Oregon,Willamette Valley,Silvan Ridge
234,0,Central Italy,Montepulciano d'Abruzzo,Talamonti
236,2,California,Diamond Mountain District,Meeker
237,0,Central Italy,San Marino,Consorzio Vini Tipici di San Marino
238,77,South Australia,McLaren Vale,D'Arenberg
239,2,California,Mendocino,Dogwood
240,7,Southwest France,Vin de Pays des Côtes de Gascogne,Domaine du Tariquet
241,2,California,Napa Valley,Falcor
242,2,California,Russian River Valley,Hayman & Hill
243,2,New York,Finger Lakes,Hermann J. Wiemer
244,5,Northern Spain,Vino de la Tierra de Castilla y León,J. & F. Lurton
245,16,Other,San Juan,Finca Las Moras
246,77,South Australia,Adelaide Hills,Long Flat
247,2,California,Sonoma Mountain,Work
248,2,Oregon,Willamette Valley,Amity
249,2,Virginia,Monticello,Autumn Hill
250,2,California,Alexander Valley,Blue Rock
251,2,Oregon,Willamette Valley,Cherry Hill
252,2,California,Amador County,Cloud 9
253,16,Mendoza Province,Luján de Cuyo,Cueva de las Manos
254,2,California,St. Helena,David Fulton
255,2,California,Cole Ranch,Esterlina
256,125,Coastal Region,,Goats do Roam Wine Co.
257,125,Coastal Region,,Graham Beck
258,125,Stellenbosch,,Hartenberg
259,7,Southwest France,Cahors,Vignobles 46N118
260,2,Oregon,Willamette Valley,Willamette Valley Vineyards
261,16,Mendoza Province,,Algodon
262,2,California,Napa Valley,Beaver Creek
263,2,California,Santa Maria Valley,Byron
264,125,Stellenbosch,,Jardin
266,16,Mendoza Province,Mendoza,Kaiken
267,0,Central Italy,Torgiano,Lungarotti
268,0,Veneto,Veneto,Marchesi Fumanelli
269,93,Leithaberg,,Mariell
270,0,Northeastern Italy,Colli Orientali del Friuli,Livio Felluga
271,271,Santorini,,My Big Fat Greek Wine
272,0,Northeastern Italy,Alto Adige,Nals Margreid
273,16,Mendoza Province,Uco Valley,O. Fournier
274,0,Piedmont,Monferrato,Pico Maccario
275,16,Mendoza Province,Mendoza,Sottano
276,2,California,Sonoma County,St. Francis
277,2,California,Napa Valley,Trailhead
279,0,Northeastern Italy,Alto Adige,Franz Haas
280,93,Kremstal,,Forstreiter
281,2,California,Santa Maria Valley,Cambria
282,0,Tuscany,Toscana,I Giusti e Zanza
283,2,Oregon,Dundee Hills,J. Christopher
284,16,Mendoza Province,Perdriel,Viña Cobos
285,93,Kremstal,,Salomon-Undhof
286,2,California,Arroyo Grande Valley,Talley
287,5,Catalonia,Montsant,Acústic
288,93,Kremstal,,Josef Schmid
289,2,California,Napa Valley,Parallel
290,7,Bordeaux,Saint-Estèphe,Château Lafon-Rochet
291,0,Central Italy,Sagrantino di Montefalco,Dionigi
292,7,France Other,Arbois,Domaine Daniel Dugois
293,77,South Australia,Barossa Valley,Kilikanoon
294,16,Mendoza Province,Tupungato,Finca Sophenia
295,2,California,Paso Robles,Treana
296,36,Maipo Valley,,Ventisquero
297,2,California,Napa Valley,Aquinas
298,36,Aconcagua Valley,,Arboleda
299,0,Piedmont,Langhe,Attilio Ghisolfi
301,2,Washington,Columbia Valley (WA),Buried Cane
302,0,Piedmont,Roero,Cantina del Nebbiolo
303,0,Piedmont,Barolo,Cascina Adelaide
304,0,Piedmont,Barbera d'Asti Superiore Nizza,Cascina La Ghersa
305,2,California,Mendocino County,Claudia Springs
306,306,Recas,,Cramele Recas
307,7,Burgundy,Côte de Nuits-Villages,Domaine Bertagna
308,271,Santorini,,Domaine Sigalas
309,0,Piedmont,Langhe,Socré
310,0,Piedmont,Langhe,Boffa
311,174,Hawke's Bay,,Otto's Constant Dream
312,2,California,Napa Valley,Mount Veeder
313,0,Piedmont,Roero,Rabino
315,0,Veneto,Prosecco di Valdobbiadene,Bellussi
316,7,Bordeaux,Bordeaux Blanc,Château Mont-Pérat
317,7,Bordeaux,Bordeaux Blanc,Château Tour de Mirambeau
319,0,Veneto,Veneto,Paladin
320,0,Veneto,Prosecco di Valdobbiadene,Perlage
321,0,Veneto,Prosecco di Valdobbiadene,Sant Eurosia
324,0,Veneto,Prosecco di Conegliano,L'Antica Quercia
325,2,New York,Finger Lakes,Lucas Vineyards
326,0,Veneto,Prosecco di Valdobbiadene,Marsuret
327,36,Limarí Valley,,De Martino
328,2,California,Knights Valley,Beringer
329,2,California,Mendocino,Brutocao
330,2,California,Central Coast,Clos La Chance
332,0,Veneto,Prosecco di Conegliano,Sommariva
333,0,Veneto,Prosecco di Valdobbiadene,Spagnol
334,7,Champagne,Champagne,Jacquart
336,36,Colchagua Costa,,Koyle
337,7,Languedoc-Roussillon,Languedoc,Château Notre Dame du Quatourze
338,7,Provence,Coteaux Varois en Provence,Mémoires
339,5,Catalonia,Cava,Cavas Hill
340,7,Alsace,Alsace,Antoine Moltès & Fils
341,2,California,Dry Creek Valley,Pezzi King
342,5,Catalonia,Cava,Bellisco
343,36,Rapel Valley,,Pura 8
344,36,Leyda Valley,,Viña Tarapacá
345,77,Victoria,Rutherglen,Chambers Rosewood Vineyards
347,8,Rheingau,,Robert Weil
349,77,South Australia,Barossa,Torbreck
350,0,Piedmont,Barolo,Cavallotto
351,219,Tokaji,,Oremus
352,2,California,Russian River Valley,Rochioli
353,7,Burgundy,Montrachet,Louis Latour
356,77,Victoria,Heathcote,Jasper Hill
357,7,Burgundy,Clos de Vougeot,Château de la Tour
358,8,Rheingau,,Weingut Hans Bausch
359,7,Burgundy,Chassagne-Montrachet,Philippe Colin
361,0,Piedmont,Barolo,Bel Colle
362,2,California,Diamond Mountain District,J. Davies
364,2,Oregon,Dundee Hills,Winderlea
365,77,South Australia,Clare Valley,Wakefield
366,0,Northeastern Italy,Alto Adige,Cantina Terlano
368,0,Veneto,Bianco di Custoza,Montresor
369,0,Northeastern Italy,Friuli,Ronco del Gelso
370,2,California,Sonoma Valley,Sebastiani
371,0,Northeastern Italy,Alto Adige,Elena Walch
372,0,Veneto,Soave,Gini
373,0,Northeastern Italy,Collio,Borgo Conventi
374,2,California,Mendocino County,Ceago Vinegarden
375,0,Tuscany,Toscana,Valiano
376,0,Northeastern Italy,Colli Orientali del Friuli,Volpe Pasini
377,271,Naoussa,,Zenato
378,378,Valle de Guadalupe,,L.A. Cetto
379,0,Northeastern Italy,Trentino,La Vis
380,36,Rapel Valley,,Lapostolle
381,0,Veneto,Bianco di Custoza,Fratelli Zeni
382,36,Maipo Valley,,Carmen
383,0,Veneto,Valdadige,Tommasi
384,0,Northeastern Italy,Alto Adige,San Michele Eppan
385,2,California,Rutherford,Vinoce
386,2,California,Russian River Valley,Merriam
387,2,California,Alexander Valley,Murphy-Goode
388,2,California,Edna Valley,Kynsi
390,36,Maipo Valley,,Casa Julia
391,36,Central Valley,,Valdivieso
392,2,California,Santa Ynez Valley,Bridlewood
393,36,Lontué Valley,,San Pedro
394,36,Maipo Valley,,Undurraga
395,0,Northeastern Italy,Collio,Conti Formentini
396,2,California,California,Cline
399,0,Veneto,Prosecco di Valdobbiadene,Astoria
400,0,Italy Other,Italy,Cantine Maschio
401,0,Veneto,Prosecco di Valdobbiadene,Val d'Oca
403,2,California,California,Vinavanti
404,2,California,Santa Barbara County,Vino V
405,0,Veneto,Prosecco del Veneto,Viticoltori Ponte
408,0,Veneto,Prosecco di Conegliano e Valdobbiadene,Le Vigne di Alice
409,2,New York,Finger Lakes,McGregor
410,2,New York,Finger Lakes,Miles
411,2,California,California,Morro Bay
413,0,Veneto,Prosecco del Veneto,Pizzolato
415,2,New York,Finger Lakes,Red Newt Cellars
416,0,Veneto,Prosecco del Veneto,Ca'Tullio
418,93,Burgenland,,Michlits
419,7,Bordeaux,Graves,Château de Callac
420,7,Bordeaux,Bordeaux Blanc,Château de Marsan
421,2,Washington,Columbia Valley (WA),Guardian
422,2,Washington,Walla Walla Valley (WA),Kerloo
423,93,Weinviertel,,Kohl
424,2,California,California,Las Positas
425,2,New York,New York,Lieb
426,5,Northern Spain,Rioja,Luberri
427,2,New York,North Fork of Long Island,Macari
428,93,Kremstal,,Malat
429,2,Washington,Wahluke Slope,Milbrandt
430,2,California,Santa Ynez Valley,Ojai
431,2,California,Templeton Gap District,ONX
432,2,Washington,Snipes Mountain,Pomum
433,2,California,Santa Barbara County,Prospect 772
434,0,Piedmont,Barolo,Revello Fratelli
435,93,Thermenregion,,Gebeshuber
436,0,Piedmont,Gavi,Tenuta La Marchesa
437,2,California,Alexander Valley,Trione
438,5,Northern Spain,Bierzo,Vinos de Arganza
440,2,Washington,Walla Walla Valley (WA),Walla Walla Vintners
441,93,Niederösterreich,,Winzer Krems
442,2,New York,Long Island,Wölffer
443,2,California,Sonoma Valley,Dunbar
444,93,Wagram,,Eschenhof Holzer
445,0,Sicily & Sardinia,Etna,Fattorie Romeo del Castello
446,2,California,Paso Robles,Flying Cloud
447,7,Loire Valley,Muscadet Sèvre et Maine,Gadais Père et Fils
448,7,Rhône Valley,Côtes du Rhône,André Brunel
449,0,Lombardy,Franciacorta,Majolini
450,7,Champagne,Champagne,Montaudon
451,0,Tuscany,Vino Nobile di Montepulciano,Montemercurio
452,7,Burgundy,Meursault,Patrick Javillier
453,7,Champagne,Champagne,Philippe Fontaine
454,454,Ontario,Niagara-On-The-Lake,Pillitteri
456,2,California,Anderson Valley,Roederer Estate
457,2,California,Santa Maria Valley,Rusack
458,0,Lombardy,Franciacorta,Bellavista
459,7,Champagne,Champagne,Chanoine
460,2,Oregon,Ribbon Ridge,Chehalem
462,7,Burgundy,Meursault,Henri de Villamont
463,7,Champagne,Champagne,Vollereaux
464,8,Rheinhessen,,Wittmann
465,0,Veneto,Amarone della Valpolicella,Valentina Cubi
466,7,Champagne,Champagne,Deutz
467,2,Oregon,Willamette Valley,Domaine Serene
468,8,Mosel,,Dr. Loosen
470,7,Champagne,Champagne,H. Blin
474,7,Champagne,Champagne,Jeaunaux-Robin
475,2,California,Rutherford,Bell
477,7,Bordeaux,Pomerol,Château Vray Croix de Gay
478,7,Champagne,Champagne,Dampierre
479,0,Sicily & Sardinia,Cannonau di Sardegna,Santa Maria La Palma
480,2,Washington,Red Mountain,Sparkman
481,0,Sicily & Sardinia,Isola dei Nuraghi,Argiolas
482,2,California,Sta. Rita Hills,Babcock
483,125,Stellenbosch,,Cape View
484,125,Western Cape,,Ken Forrester
485,7,Rhône Valley,Côtes du Rhône Villages,Louis Bernard
486,2,California,Sonoma County,Lyeth
487,0,Northeastern Italy,Colli Orientali del Friuli,Marco Cecchini
488,0,Northeastern Italy,Friuli Grave,Vigneti Le Monde
490,5,Catalonia,Cava,V&N; Cellars
492,2,Washington,Walla Walla Valley (WA),Zerba Cellars
493,2,Washington,Red Mountain,Insania
494,2,New York,Finger Lakes,Knapp
495,2,California,El Dorado,Lava Cap
496,5,Northern Spain,Rueda,Loess
497,2,California,Suisun Valley,MICA Cellars
498,2,California,Carneros,Michael Pozzan
499,7,Provence,Côtes de Provence,Domaine du Grand Cros
500,5,Northern Spain,Rioja,El Coto
501,2,California,Lodi,Fenestra
502,93,Österreichischer Sekt,,Gunter Triebaumer
503,2,California,Russian River Valley,Hanna
504,7,Rhône Valley,Côtes du Rhône,Alain Jaume et Fils
505,5,Northern Spain,Vino de la Tierra de Castilla y León,Aleo
506,0,Northeastern Italy,Venezia Giulia,Altùris
507,2,Washington,Wahluke Slope,Camaraderie
511,7,Champagne,Champagne,Boude Baudin
513,2,California,Chiles Valley,Conn Creek
515,2,California,Sonoma Coast,D.R. Stephens
516,2,California,Russian River Valley,Davis Family
518,7,Burgundy,Mercurey,Domaine Jeannin-Naltet
520,2,California,Edna Valley,Qupé
522,2,Oregon,Willamette Valley,Rex Hill
523,2,Oregon,Chehalem Mountains,Ruby
524,2,Washington,Horse Heaven Hills,Structure
526,2,Oregon,Dundee Hills,Tumwater
529,2,California,Russian River Valley,Joseph Jewell
534,2,California,Paso Robles,Le Vigne
535,8,Mosel,,Maximin Grünhäuser
536,2,Washington,Walla Walla Valley (WA),Northstar
537,2,California,Napa Valley,Padis
538,2,Oregon,Umpqua Valley,Paul O'Brien
540,2,California,Santa Maria Valley,Flying Goat Cellars
542,0,Northeastern Italy,Alto Adige Valle Isarco,Abbazia di Novacella
543,2,California,Napa Valley,Midsummer Cellars
545,2,California,Napa Valley,Les Belles Collines
546,2,California,Sonoma Coast,Lutum
547,2,California,Ballard Canyon,Turiya
548,2,California,Green Valley,Iron Horse
549,0,Piedmont,Barolo,Brandini
550,2,California,Carneros,Artesa
551,2,California,Sonoma Valley,Carlisle
552,7,Provence,Coteaux d'Aix-en-Provence,Château Vignelaure
553,16,Mendoza Province,Mendoza,Clos d'Argentine
554,7,Provence,Côtes de Provence Sainte-Victoire,Mas de Cadenet
555,2,Washington,Horse Heaven Hills,Passing Time
556,5,Northern Spain,Ribera del Duero,Resalte
557,2,California,Santa Maria Valley,Sanctuary
558,2,California,Sierra Foothills,Terre Rouge
559,2,California,Russian River Valley,Limerick Lane
561,2,California,Sonoma Coast,Loring Wine Company
562,2,California,Napa Valley,Eighty Four
564,2,California,Paso Robles,Four Lanterns
566,2,California,Napa Valley,World's End
567,16,Mendoza Province,Mendoza,Benegas
568,2,California,Howell Mountain,W.H. Smith
569,2,Washington,Columbia Valley (WA),Alleromb
570,2,Washington,Yakima Valley,Ardor
571,2,California,Yolo County,Berryessa Gap
572,0,Piedmont,Dolcetto d'Alba,Brezza
573,7,Bordeaux,Bordeaux Supérieur,Château Bois Chantant
574,7,Rhône Valley,Costières de Nîmes,Château de Campuget
575,7,Bordeaux,Bordeaux Supérieur,Château de l'Aubrade
576,7,Bordeaux,Saint-Émilion,Château de Pressac
577,2,New York,Finger Lakes,Chateau Lafayette Reneau
578,7,Bordeaux,Bordeaux,Château Maison Noble Saint Martin
579,2,California,California,Cupcake
580,2,Washington,Washington,Raconteur
581,2,Washington,Columbia Gorge (WA),Savage Grace
582,2,Washington,Wahluke Slope,Seven Falls
583,2,California,Santa Cruz Mountains,Silvertip
584,93,Kamptal,,Steininger
585,2,Washington,Yakima Valley,Stevens
586,93,Steiermark,,Strauss
588,2,California,North Coast,Trinity River
589,93,Burgenland,,Umathum
590,2,California,Paso Robles,Vintage Cowboy
592,2,Washington,Walla Walla Valley (WA),Kontos
593,93,Niederösterreich,,Landhaus Mayer
594,7,Rhône Valley,,Lavau
595,2,Washington,Columbia Valley (WA),L'Ecole No. 41
596,271,Crete,,Lyrarakis
598,2,California,Paso Robles,Midnight
600,0,Piedmont,Gavi,Michele Chiarlo
601,378,Valle de Guadalupe,,Monte Xanic
602,2,California,Oak Knoll District,Paoletti
603,2,New York,North Fork of Long Island,Peconic Bay Winery
604,5,Northern Spain,Navarra,Príncipe de Viana
605,16,Mendoza Province,Mendoza,Proemio
606,2,Oregon,Rogue Valley,Quady North
608,1,Douro,,Quinta do Portal
609,2,Oregon,Chehalem Mountains,Raptor Ridge
610,2,California,Northern Sonoma,Rodney Strong
611,2,California,Carneros,Saintsbury
612,2,California,Paso Robles,Sextant
613,1,Vinho Verde,,Solar de Pinheiro
614,0,Veneto,Soave Classico,Suavia
615,16,Mendoza Province,Mendoza,Tilia
616,2,California,Russian River Valley,B Cellars
617,0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Bacio della Luna
618,2,California,Calistoga,Barlow
619,0,Piedmont,Piedmont,Borgo Maragliano
620,0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,Bortolotti
622,2,Idaho,,Coiled
624,2,Idaho,Idaho,Colter's Creek
625,0,Veneto,Soave,Corte Falco
626,0,Veneto,Gambellara Classico,Domenico Cavazza
628,77,South Australia,McLaren Vale,Kangarilla Road
629,2,California,Russian River Valley,Walt
630,2,Oregon,Willamette Valley,WillaKenzie Estate
631,7,Alsace,Alsace,Willm
632,7,Alsace,Alsace,Jean-Marc Bernhard
633,77,Victoria,Yarra Valley,Yeringberg
634,2,California,Dry Creek Valley,Armida
635,5,Northern Spain,Rioja,Marqués de Murrieta
637,7,Alsace,Alsace,Biecher & Schaal
638,7,Alsace,Alsace,Domaines Schlumberger
640,2,California,Santa Maria Valley,Foxen
642,1,Alentejano,,Luis Duarte
643,2,California,Sonoma Coast,Melhill
644,2,California,Paso Robles,Niner
645,2,Oregon,Willamette Valley,Purple Hands
646,1,Tejo,,Quinta da Lagoalva de Cima
647,1,Douro,,Quinta do Monte Xisto
648,8,Mosel,,Reichsgraf von Kesselstatt
649,2,California,Napa Valley,Stone The Crows
650,0,Northeastern Italy,Collio,Sturm
652,77,Western Australia,Great Southern,Plantagenet
653,2,California,Arroyo Seco,Scratch
654,7,Alsace,Alsace,Sipp Mack
655,2,California,Mokelumne River,St. Amant
656,2,Oregon,Dundee Hills,Stoller
657,125,Coastal Region,,Fable Mountain
658,2,California,Los Carneros,Vine Cliff
659,2,Washington,Walla Walla Valley (WA),Va Piano
660,2,California,Mount Veeder,Y Rousseau
661,2,California,Mendocino,Monte Volpe
662,0,Piedmont,Barolo,Palladino
663,2,California,Rockpile,Paradise Ridge
664,0,Piedmont,Dogliani Superiore,Pecchenino
666,2,Washington,Columbia Valley (WA),Poet's Leap
667,5,Levante,Valencia,Rafael Cambra
668,2,New York,North Fork of Long Island,Raphael
669,2,Washington,Walla Walla Valley (WA),Seven Hills
670,2,Washington,Columbia Valley (WA),Snoqualmie
671,2,California,Napa Valley,Stags' Leap Winery
672,2,New York,Long Island,The Grapes of Roth
673,2,California,Anderson Valley,The Withers Winery
674,2,California,Carneros,Truchard
675,2,California,Carneros,Acacia
676,2,Washington,Yakima Valley,Array
677,0,Tuscany,Cortona,Baracchi Riccardo
679,2,Washington,Columbia Valley (WA),Barrister
680,5,Northern Spain,Rioja,Bodegas Berceo
681,2,Washington,Columbia Valley (WA),Bunnell
682,0,Piedmont,Piemonte,Castello di Neive
683,0,Tuscany,Colli della Toscana Centrale,Castello di Querceto
684,2,Washington,Horse Heaven Hills,Chateau Ste. Michelle
685,2,California,Sonoma Coast,Cobb
686,0,Piedmont,Barolo,Comm. G. B. Burlotto
687,2,California,Santa Cruz Mountains,Cooper-Garrod
